,Date,PlayerID,Duration,RPE,SessionLoad,DailyLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,AcuteLoad,ChronicLoad,SessionType_Combat,SessionType_Conditioning,SessionType_Game,SessionType_Mobility/Recovery,SessionType_Skills,SessionType_Speed,SessionType_Strength
7185,2018-05-03,7,40.0,4.0,160.0,640.0,1.51,5.0,8.0,2.0,367.86,243.97,0,0,0,0,0,1,0
7186,2018-05-03,3,30.0,4.0,120.0,795.0,1.54,7.0,9.0,2.0,520.71,337.2,0,0,0,0,0,1,0
7187,2018-05-03,7,60.0,3.0,180.0,640.0,1.51,7.0,9.0,2.0,367.86,243.97,0,0,0,0,1,0,0
7189,2018-05-03,11,50.0,4.0,200.0,860.0,1.87,9.0,9.0,2.0,643.57,344.7,0,0,0,0,0,1,0
7190,2018-05-03,7,60.0,5.0,300.0,640.0,1.51,8.0,9.0,2.0,367.86,243.97,0,0,0,0,0,0,1
7191,2018-05-03,16,75.0,1.0,75.0,690.0,1.87,10.0,10.0,2.0,482.86,258.67,0,0,0,0,1,0,0
7192,2018-05-03,16,45.0,3.0,135.0,690.0,1.87,10.0,10.0,2.0,482.86,258.67,0,0,0,0,0,1,0
7193,2018-05-03,15,20.0,8.0,160.0,320.0,3.5,8.0,8.0,2.0,461.43,132.0,0,0,1,0,0,0,0
7194,2018-05-03,15,20.0,8.0,160.0,320.0,3.5,8.0,8.0,0.0,461.43,132.0,0,0,1,0,0,0,0
7195,2018-05-03,13,30.0,0.0,0.0,360.0,1.36,5.0,8.0,0.0,319.29,234.57,0,0,0,1,0,0,0
7196,2018-05-03,16,90.0,5.0,450.0,690.0,1.87,10.0,10.0,2.0,482.86,258.67,0,0,0,0,0,0,1
7197,2018-05-03,13,40.0,0.0,0.0,360.0,1.36,10.0,8.0,0.0,319.29,234.57,0,0,0,0,1,0,0
7198,2018-05-03,13,20.0,6.0,120.0,360.0,1.36,5.0,9.0,0.0,319.29,234.57,0,0,0,0,0,1,0
7199,2018-05-03,16,30.0,1.0,30.0,690.0,1.87,10.0,10.0,2.0,482.86,258.67,0,0,0,1,0,0,0
7200,2018-05-03,11,80.0,6.0,480.0,860.0,1.87,9.0,9.0,2.0,643.57,344.7,0,0,0,0,0,0,1
7201,2018-05-03,11,60.0,3.0,180.0,860.0,1.87,9.0,9.0,2.0,643.57,344.7,0,0,0,0,1,0,0
7202,2018-05-03,13,60.0,4.0,240.0,360.0,1.36,8.0,8.0,0.0,319.29,234.57,0,0,0,0,0,0,1
7203,2018-05-04,4,60.0,7.0,420.0,540.0,1.71,7.0,8.0,2.0,510.0,297.4,0,1,0,0,0,0,0
7204,2018-05-04,3,30.0,5.0,150.0,375.0,1.31,8.0,9.0,2.0,454.29,347.7,0,1,0,0,0,0,0
7205,2018-05-04,3,45.0,5.0,225.0,375.0,1.31,10.0,8.0,2.0,454.29,347.7,0,0,0,0,0,0,1
7206,2018-05-04,2,30.0,2.0,60.0,590.0,1.48,8.0,8.0,2.0,422.14,285.2,0,0,0,1,0,0,0
7207,2018-05-04,2,30.0,3.0,90.0,590.0,1.48,6.0,9.0,2.0,422.14,285.2,0,0,0,0,1,0,0
7208,2018-05-04,2,20.0,7.0,140.0,590.0,1.48,7.0,10.0,2.0,422.14,285.2,0,1,0,0,0,0,0
7209,2018-05-04,1,10.0,0.0,0.0,450.0,1.64,8.0,8.0,2.0,426.43,260.73,0,0,0,1,0,0,0
7210,2018-05-04,1,90.0,5.0,450.0,450.0,1.64,8.0,9.0,2.0,426.43,260.73,0,0,0,0,1,0,0
7211,2018-05-04,4,40.0,3.0,120.0,540.0,1.71,7.0,8.0,1.0,510.0,297.4,0,0,0,0,0,0,1
7212,2018-05-04,2,60.0,5.0,300.0,590.0,1.48,10.0,8.0,1.0,422.14,285.2,0,0,0,0,0,0,1
7213,2018-05-04,7,60.0,6.0,360.0,360.0,1.34,6.0,8.0,2.0,342.14,254.97,0,0,0,0,1,0,0
7214,2018-05-04,13,60.0,4.0,240.0,645.0,1.59,8.0,8.0,0.0,407.14,256.07,0,0,0,0,1,0,0
7215,2018-05-04,8,10.0,1.0,10.0,310.0,1.43,8.0,9.0,2.0,289.29,202.8,0,1,0,0,0,0,0
7216,2018-05-04,10,60.0,8.0,480.0,480.0,1.2,8.0,8.0,2.0,295.71,247.0,0,0,0,0,1,0,0
7217,2018-05-04,11,45.0,5.0,225.0,450.0,1.5,10.0,10.0,2.0,539.29,358.7,0,0,0,0,1,0,0
7218,2018-05-04,11,25.0,9.0,225.0,450.0,1.5,10.0,10.0,2.0,539.29,358.7,0,1,0,0,0,0,0
7219,2018-05-04,13,20.0,9.0,180.0,645.0,1.59,9.0,8.0,0.0,407.14,256.07,0,1,0,0,0,0,0
7220,2018-05-04,13,45.0,5.0,225.0,645.0,1.59,8.0,10.0,0.0,407.14,256.07,0,0,0,0,0,0,1
7221,2018-05-04,13,40.0,0.0,0.0,645.0,1.59,10.0,10.0,0.0,407.14,256.07,0,0,0,1,0,0,0
7222,2018-05-04,14,30.0,7.0,210.0,360.0,1.02,9.0,8.0,2.0,142.57,139.87,0,1,0,0,0,0,0
7223,2018-05-04,14,30.0,5.0,150.0,360.0,1.02,8.0,7.0,2.0,142.57,139.87,0,0,0,0,1,0,0
7224,2018-05-04,16,50.0,9.0,450.0,450.0,1.79,9.0,10.0,0.0,482.14,268.67,0,0,0,0,1,0,0
7225,2018-05-04,16,15.0,0.0,0.0,450.0,1.79,9.0,10.0,2.0,482.14,268.67,0,0,0,1,0,0,0
7226,2018-05-04,8,60.0,5.0,300.0,310.0,1.43,9.0,8.0,2.0,289.29,202.8,0,0,0,0,1,0,0
7241,2018-05-06,13,15.0,0.0,0.0,0.0,1.53,6.0,8.0,0.0,347.14,227.4,0,0,0,1,0,0,0
7244,2018-05-07,6,90.0,5.0,450.0,1050.0,0.79,9.0,8.0,2.0,301.71,379.73,0,0,0,0,1,0,0
7245,2018-05-07,1,90.0,3.0,270.0,270.0,1.24,0.0,5.0,2.0,306.43,246.73,0,0,0,0,1,0,0
7246,2018-05-07,2,60.0,3.0,180.0,180.0,1.04,8.0,3.0,2.0,276.43,266.2,0,0,0,0,1,0,0
7247,2018-05-07,3,90.0,4.0,360.0,360.0,0.99,8.0,9.0,2.0,321.43,324.7,0,0,0,0,1,0,0
7248,2018-05-07,6,60.0,6.0,360.0,1050.0,0.79,9.0,8.0,2.0,301.71,379.73,0,0,0,0,0,1,0
7249,2018-05-07,6,60.0,4.0,240.0,1050.0,0.79,9.0,8.0,2.0,301.71,379.73,0,0,0,0,0,0,1
7250,2018-05-07,4,90.0,3.0,270.0,270.0,1.45,8.0,8.0,0.0,397.14,273.9,0,0,0,0,1,0,0
7251,2018-05-07,11,75.0,3.0,225.0,225.0,1.12,9.0,9.0,2.0,370.0,329.03,0,0,0,0,1,0,0
7252,2018-05-07,13,90.0,4.0,360.0,360.0,1.18,9.0,10.0,0.0,283.57,239.4,0,0,0,0,1,0,0
7253,2018-05-07,13,15.0,0.0,0.0,360.0,1.18,7.0,6.0,0.0,283.57,239.4,0,0,0,1,0,0,0
7254,2018-05-07,14,90.0,3.0,270.0,270.0,1.22,8.0,10.0,2.0,181.14,148.87,0,0,0,0,1,0,0
7255,2018-05-07,15,60.0,2.0,120.0,120.0,1.38,8.0,9.0,2.0,187.14,136.0,0,0,0,0,1,0,0
7256,2018-05-07,16,60.0,3.0,180.0,180.0,1.08,10.0,10.0,2.0,295.71,274.67,0,0,0,0,1,0,0
7257,2018-05-07,7,60.0,3.0,180.0,180.0,1.0,8.0,9.0,0.0,230.71,231.63,0,0,0,0,1,0,0
7258,2018-05-08,6,60.0,9.0,540.0,834.0,0.78,9.0,9.0,2.0,318.0,407.53,0,1,0,0,0,0,0
7259,2018-05-08,6,60.0,4.0,240.0,834.0,0.78,9.0,9.0,0.0,318.0,407.53,0,0,0,0,1,0,0
7260,2018-05-08,6,6.0,9.0,54.0,834.0,0.78,9.0,9.0,2.0,318.0,407.53,0,1,0,0,0,0,0
7261,2018-05-08,4,60.0,4.0,240.0,570.0,1.34,8.0,8.0,2.0,392.14,292.9,0,0,0,0,0,0,1
7262,2018-05-08,4,60.0,4.0,240.0,570.0,1.34,8.0,8.0,2.0,392.14,292.9,0,0,0,0,1,0,0
7263,2018-05-08,4,30.0,3.0,90.0,570.0,1.34,8.0,8.0,2.0,392.14,292.9,0,0,0,0,0,1,0
7264,2018-05-08,3,90.0,7.0,630.0,1200.0,1.16,10.0,8.0,2.0,415.71,358.7,0,0,0,0,0,0,1
7265,2018-05-08,3,60.0,3.0,180.0,1200.0,1.16,8.0,7.0,2.0,415.71,358.7,0,0,0,0,1,0,0
7266,2018-05-08,2,60.0,4.0,240.0,510.0,0.97,9.0,10.0,2.0,267.86,277.2,0,0,0,0,0,0,1
7267,2018-05-08,3,30.0,4.0,120.0,1200.0,1.16,8.0,9.0,2.0,415.71,358.7,0,0,0,0,0,1,0
7268,2018-05-08,2,70.0,3.0,210.0,510.0,0.97,8.0,8.0,0.0,267.86,277.2,0,0,0,0,1,0,0
7269,2018-05-08,2,15.0,4.0,60.0,510.0,0.97,8.0,9.0,2.0,267.86,277.2,0,0,0,0,0,1,0
7270,2018-05-08,1,60.0,3.0,180.0,440.0,1.16,8.0,5.0,2.0,279.29,240.57,0,0,0,0,0,0,1
7271,2018-05-08,1,60.0,3.0,180.0,440.0,1.16,7.0,7.0,2.0,279.29,240.57,0,0,0,0,1,0,0
7272,2018-05-08,1,40.0,2.0,80.0,440.0,1.16,8.0,8.0,2.0,279.29,240.57,0,0,0,0,0,1,0
7273,2018-05-08,7,45.0,5.0,225.0,525.0,1.06,8.0,8.0,2.0,260.71,246.13,0,0,0,0,1,0,0
7274,2018-05-08,3,30.0,9.0,270.0,1200.0,1.16,7.0,5.0,2.0,415.71,358.7,0,1,0,0,0,0,0
7275,2018-05-08,7,15.0,5.0,75.0,525.0,1.06,7.0,8.0,2.0,260.71,246.13,0,0,0,0,0,1,0
7276,2018-05-08,15,30.0,2.0,60.0,300.0,1.58,7.0,8.0,2.0,230.0,146.0,0,0,0,0,0,1,0
7277,2018-05-08,8,20.0,4.0,80.0,680.0,0.96,7.0,8.0,2.0,216.43,225.47,0,0,0,0,0,1,0
7278,2018-05-08,7,45.0,5.0,225.0,525.0,1.06,7.0,6.0,0.0,260.71,246.13,0,0,0,0,0,0,1
7279,2018-05-08,16,50.0,3.0,150.0,450.0,0.98,10.0,10.0,2.0,274.29,281.0,0,0,0,0,0,0,1
7280,2018-05-08,16,60.0,4.0,240.0,450.0,0.98,10.0,10.0,2.0,274.29,281.0,0,0,0,0,1,0,0
7281,2018-05-08,15,80.0,3.0,240.0,300.0,1.58,7.0,8.0,0.0,230.0,146.0,0,0,0,0,1,0,0
7282,2018-05-08,16,30.0,2.0,60.0,450.0,0.98,10.0,10.0,2.0,274.29,281.0,0,0,0,1,0,0,0
7283,2018-05-08,14,60.0,4.0,240.0,900.0,1.35,8.0,10.0,2.0,236.86,174.87,0,0,0,0,1,0,0
7284,2018-05-08,14,30.0,7.0,210.0,900.0,1.35,8.0,8.0,2.0,236.86,174.87,0,1,0,0,0,0,0
7285,2018-05-08,13,60.0,5.0,300.0,720.0,1.22,7.0,9.0,0.0,317.86,260.73,0,0,0,0,0,0,1
7286,2018-05-08,14,90.0,5.0,450.0,900.0,1.35,8.0,9.0,2.0,236.86,174.87,0,0,0,0,0,0,1
7287,2018-05-08,13,15.0,3.0,45.0,720.0,1.22,8.0,8.0,0.0,317.86,260.73,0,0,0,0,0,1,0
7288,2018-05-08,11,60.0,5.0,300.0,750.0,1.05,10.0,10.0,2.0,367.14,350.03,0,0,0,0,0,0,1
7289,2018-05-08,11,75.0,6.0,450.0,750.0,1.05,10.0,10.0,2.0,367.14,350.03,0,0,0,0,1,0,0
7290,2018-05-08,10,60.0,3.0,180.0,480.0,0.6,8.0,8.0,2.0,137.14,230.0,0,0,0,0,0,0,1
7291,2018-05-08,10,75.0,4.0,300.0,480.0,0.6,8.0,8.0,0.0,137.14,230.0,0,0,0,0,1,0,0
7292,2018-05-08,8,75.0,4.0,300.0,680.0,0.96,7.0,8.0,2.0,216.43,225.47,0,0,0,0,0,0,1
7293,2018-05-08,8,60.0,5.0,300.0,680.0,0.96,8.0,9.0,0.0,216.43,225.47,0,0,0,0,1,0,0
7294,2018-05-08,13,75.0,5.0,375.0,720.0,1.22,6.0,6.0,0.0,317.86,260.73,0,0,0,0,1,0,0
7295,2018-05-09,7,60.0,4.0,240.0,240.0,1.14,8.0,9.0,2.0,277.86,244.13,0,0,0,0,1,0,0
7296,2018-05-09,1,80.0,3.0,240.0,240.0,1.26,7.0,9.0,2.0,296.43,235.57,0,0,0,0,1,0,0
7297,2018-05-09,1,10.0,0.0,0.0,240.0,1.26,8.0,8.0,0.0,296.43,235.57,0,0,0,1,0,0,0
7298,2018-05-09,2,90.0,3.0,270.0,330.0,0.86,7.0,8.0,0.0,249.29,288.2,0,0,0,0,1,0,0
7299,2018-05-09,2,30.0,2.0,60.0,330.0,0.86,7.0,9.0,2.0,249.29,288.2,0,0,0,1,0,0,0
7300,2018-05-09,3,30.0,1.0,30.0,270.0,1.25,8.0,9.0,2.0,428.57,342.7,0,0,0,1,0,0,0
7301,2018-05-09,8,90.0,5.0,450.0,450.0,0.95,8.0,6.0,2.0,205.71,215.8,0,0,0,0,1,0,0
7302,2018-05-09,3,60.0,4.0,240.0,270.0,1.25,10.0,7.0,2.0,428.57,342.7,0,0,0,0,1,0,0
7303,2018-05-09,11,75.0,7.0,525.0,525.0,1.15,10.0,10.0,2.0,401.43,350.03,0,0,0,0,1,0,0
7304,2018-05-09,13,90.0,5.0,450.0,450.0,1.31,6.0,7.0,0.0,362.14,275.73,0,0,0,0,1,0,0
7305,2018-05-09,13,90.0,0.0,0.0,450.0,1.31,7.0,10.0,0.0,362.14,275.73,0,0,0,1,0,0,0
7306,2018-05-09,14,60.0,3.0,180.0,180.0,1.35,8.0,8.0,1.0,244.29,180.87,0,0,0,0,1,0,0
7307,2018-05-09,14,30.0,0.0,0.0,180.0,1.35,8.0,9.0,2.0,244.29,180.87,0,0,0,1,0,0,0
7308,2018-05-09,16,60.0,3.0,180.0,270.0,1.06,10.0,10.0,2.0,291.43,276.0,0,0,0,0,1,0,0
7309,2018-05-09,16,45.0,2.0,90.0,270.0,1.06,10.0,10.0,2.0,291.43,276.0,0,0,0,1,0,0,0
7310,2018-05-09,10,75.0,6.0,450.0,450.0,0.88,8.0,8.0,2.0,201.43,229.4,0,0,0,0,1,0,0
7311,2018-05-10,2,60.0,2.0,120.0,120.0,0.87,8.0,9.0,2.0,247.14,284.2,0,0,0,1,0,0,0
7312,2018-05-10,3,60.0,5.0,300.0,825.0,1.22,8.0,7.0,2.0,432.86,355.2,0,0,0,0,0,1,0
7313,2018-05-10,3,75.0,7.0,525.0,825.0,1.22,10.0,8.0,2.0,432.86,355.2,0,0,0,0,0,0,1
7314,2018-05-10,6,40.0,5.0,200.0,1010.0,1.08,8.0,8.0,2.0,413.43,382.53,0,0,0,0,0,1,0
7315,2018-05-10,6,60.0,3.0,180.0,1010.0,1.08,8.0,8.0,2.0,413.43,382.53,0,0,0,0,1,0,0
7316,2018-05-10,6,90.0,7.0,630.0,1010.0,1.08,8.0,8.0,2.0,413.43,382.53,0,0,0,0,0,0,1
7320,2018-05-10,13,30.0,0.0,0.0,0.0,1.19,8.0,3.0,0.0,310.71,261.73,0,0,0,1,0,0,0
7321,2018-05-10,14,40.0,4.0,160.0,640.0,1.79,8.0,9.0,2.0,335.71,187.2,0,0,0,0,0,1,0
7322,2018-05-10,14,60.0,3.0,180.0,640.0,1.79,8.0,9.0,2.0,335.71,187.2,0,0,0,0,1,0,0
7323,2018-05-10,14,60.0,5.0,300.0,640.0,1.79,8.0,8.0,2.0,335.71,187.2,0,0,0,0,0,0,1
7326,2018-05-11,4,45.0,4.0,180.0,180.0,0.51,8.0,8.0,2.0,145.71,287.9,0,0,0,0,1,0,0
7327,2018-05-11,1,60.0,3.0,180.0,180.0,0.67,8.0,8.0,2.0,161.43,241.57,0,0,0,0,1,0,0
7328,2018-05-11,1,10.0,0.0,0.0,180.0,0.67,6.0,8.0,2.0,161.43,241.57,0,0,0,1,0,0,0
7329,2018-05-11,2,80.0,4.0,320.0,360.0,0.72,7.0,9.0,2.0,214.29,296.2,0,0,0,0,1,0,0
7330,2018-05-11,2,20.0,2.0,40.0,360.0,0.72,8.0,10.0,2.0,214.29,296.2,0,0,0,1,0,0,0
7331,2018-05-11,3,30.0,4.0,120.0,240.0,1.14,7.0,7.0,2.0,413.57,363.2,0,1,0,0,0,0,0
7332,2018-05-11,3,30.0,4.0,120.0,240.0,1.14,8.0,9.0,2.0,413.57,363.2,0,1,0,0,0,0,0
7333,2018-05-11,6,25.0,5.0,125.0,125.0,1.12,8.0,6.0,2.0,431.29,386.7,0,1,0,0,0,0,0
7334,2018-05-11,16,60.0,5.0,300.0,360.0,0.65,10.0,10.0,2.0,180.0,276.5,0,0,0,0,1,0,0
7335,2018-05-11,8,60.0,5.0,300.0,300.0,0.96,8.0,9.0,2.0,204.29,212.8,0,0,0,0,1,0,0
7336,2018-05-11,16,60.0,1.0,60.0,360.0,0.65,10.0,10.0,2.0,180.0,276.5,0,0,0,1,0,0,0
7337,2018-05-11,13,40.0,0.0,0.0,360.0,0.99,7.0,8.0,0.0,270.0,273.73,0,0,0,1,0,0,0
7338,2018-05-11,13,60.0,6.0,360.0,360.0,0.99,7.0,8.0,0.0,270.0,273.73,0,0,0,0,1,0,0
7339,2018-05-11,7,60.0,5.0,300.0,300.0,0.74,9.0,8.0,2.0,177.86,241.63,0,0,0,0,1,0,0
7340,2018-05-11,11,60.0,6.0,360.0,360.0,0.75,10.0,10.0,2.0,265.71,352.53,0,0,0,0,1,0,0
7341,2018-05-11,10,75.0,4.0,300.0,300.0,0.73,8.0,8.0,2.0,175.71,239.4,0,0,0,0,1,0,0
7342,2018-05-11,12,45.0,2.0,90.0,90.0,0.16,7.0,7.0,2.0,12.86,78.77,0,0,0,0,1,0,0
7343,2018-05-12,8,40.0,1.0,40.0,323.0,1.17,9.0,8.0,2.0,250.43,213.57,0,0,1,0,0,0,0
7344,2018-05-12,7,14.0,1.0,14.0,384.0,0.96,7.0,7.0,1.0,232.71,242.77,0,0,1,0,0,0,0
7345,2018-05-12,7,14.0,1.0,14.0,384.0,0.96,8.0,9.0,2.0,232.71,242.77,0,0,1,0,0,0,0
7346,2018-05-12,7,60.0,5.0,300.0,384.0,0.96,7.0,8.0,2.0,232.71,242.77,0,0,0,0,1,0,0
7347,2018-05-12,5,14.0,9.0,126.0,224.0,0.42,8.0,9.0,2.0,32.0,77.1,0,0,1,0,0,0,0
7348,2018-05-12,5,7.0,7.0,49.0,224.0,0.42,8.0,9.0,0.0,32.0,77.1,0,0,1,0,0,0,0
7349,2018-05-12,4,40.0,8.0,320.0,952.0,0.88,7.0,7.0,2.0,281.71,319.63,0,0,1,0,0,0,0
7350,2018-05-12,4,39.0,8.0,312.0,952.0,0.88,7.0,7.0,2.0,281.71,319.63,0,0,1,0,0,0,0
7351,2018-05-12,4,40.0,8.0,320.0,952.0,0.88,7.0,7.0,2.0,281.71,319.63,0,0,1,0,0,0,0
7353,2018-05-12,2,50.0,3.0,150.0,575.0,0.98,7.0,9.0,2.0,296.43,302.03,0,0,0,1,0,0,0
7354,2018-05-12,2,25.0,7.0,175.0,575.0,0.98,10.0,10.0,2.0,296.43,302.03,0,0,1,0,0,0,0
7355,2018-05-12,2,50.0,5.0,250.0,575.0,0.98,7.0,9.0,2.0,296.43,302.03,0,0,0,0,1,0,0
7356,2018-05-12,1,9.0,5.0,45.0,357.0,0.87,8.0,8.0,2.0,212.43,245.47,0,0,1,0,0,0,0
7357,2018-05-12,1,12.0,5.0,60.0,357.0,0.87,7.0,8.0,2.0,212.43,245.47,0,0,1,0,0,0,0
7358,2018-05-12,1,12.0,6.0,72.0,357.0,0.87,7.0,7.0,2.0,212.43,245.47,0,0,1,0,0,0,0
7359,2018-05-12,1,60.0,3.0,180.0,357.0,0.87,8.0,7.0,0.0,212.43,245.47,0,0,0,0,1,0,0
7360,2018-05-12,8,34.0,7.0,238.0,323.0,1.17,8.0,9.0,2.0,250.43,213.57,0,0,1,0,0,0,0
7361,2018-05-12,8,45.0,1.0,45.0,323.0,1.17,6.0,8.0,2.0,250.43,213.57,0,0,1,0,0,0,0
7362,2018-05-12,5,7.0,7.0,49.0,224.0,0.42,8.0,9.0,2.0,32.0,77.1,0,0,1,0,0,0,0
7363,2018-05-12,10,15.0,9.0,135.0,620.0,1.02,8.0,8.0,0.0,264.29,260.07,0,0,1,0,0,0,0
7364,2018-05-12,16,60.0,1.0,60.0,436.0,0.85,10.0,8.0,2.0,242.29,283.53,0,0,0,1,0,0,0
7365,2018-05-12,16,60.0,5.0,300.0,436.0,0.85,10.0,8.0,2.0,242.29,283.53,0,0,0,0,1,0,0
7366,2018-05-12,10,90.0,5.0,450.0,620.0,1.02,8.0,8.0,2.0,264.29,260.07,0,0,0,0,1,0,0
7367,2018-05-12,16,12.0,1.0,12.0,436.0,0.85,10.0,8.0,2.0,242.29,283.53,0,0,1,0,0,0,0
7368,2018-05-12,16,3.0,5.0,15.0,436.0,0.85,10.0,8.0,2.0,242.29,283.53,0,0,1,0,0,0,0
7369,2018-05-12,15,16.0,8.0,128.0,256.0,0.66,8.0,7.0,2.0,96.57,145.53,0,0,1,0,0,0,0
7370,2018-05-12,15,16.0,8.0,128.0,256.0,0.66,8.0,7.0,2.0,96.57,145.53,0,0,1,0,0,0,0
7371,2018-05-12,13,27.0,8.0,216.0,645.0,1.27,8.0,3.0,0.0,362.14,285.23,0,0,1,0,0,0,0
7372,2018-05-12,13,24.0,7.0,168.0,645.0,1.27,7.0,8.0,0.0,362.14,285.23,0,0,1,0,0,0,0
7373,2018-05-12,16,7.0,7.0,49.0,436.0,0.85,10.0,8.0,2.0,242.29,283.53,0,0,1,0,0,0,0
7374,2018-05-12,13,45.0,0.0,0.0,645.0,1.27,8.0,7.0,0.0,362.14,285.23,0,0,0,1,0,0,0
7375,2018-05-12,13,29.0,9.0,261.0,645.0,1.27,8.0,7.0,0.0,362.14,285.23,0,0,1,0,0,0,0
7376,2018-05-12,10,5.0,7.0,35.0,620.0,1.02,8.0,8.0,2.0,264.29,260.07,0,0,1,0,0,0,0
7377,2018-05-12,11,37.0,9.0,333.0,905.0,1.06,9.0,9.0,2.0,395.0,371.53,0,0,1,0,0,0,0
7378,2018-05-12,11,37.0,7.0,259.0,905.0,1.06,9.0,9.0,2.0,395.0,371.53,0,0,1,0,0,0,0
7379,2018-05-12,7,7.0,8.0,56.0,384.0,0.96,8.0,9.0,2.0,232.71,242.77,0,0,1,0,0,0,0
7380,2018-05-12,11,40.0,1.0,40.0,905.0,1.06,9.0,9.0,2.0,395.0,371.53,0,0,0,1,0,0,0
7381,2018-05-12,12,30.0,4.0,120.0,150.0,0.44,7.0,7.0,2.0,34.29,77.77,0,0,1,0,0,0,0
7382,2018-05-12,12,10.0,3.0,30.0,150.0,0.44,7.0,7.0,1.0,34.29,77.77,0,0,1,0,0,0,0
7383,2018-05-12,11,39.0,7.0,273.0,905.0,1.06,9.0,9.0,2.0,395.0,371.53,0,0,1,0,0,0,0
7384,2018-05-13,7,14.0,1.0,14.0,336.0,1.16,8.0,7.0,2.0,280.71,242.57,0,0,1,0,0,0,0
7385,2018-05-13,7,60.0,5.0,300.0,336.0,1.16,8.0,10.0,2.0,280.71,242.57,0,0,0,0,1,0,0
7387,2018-05-13,4,40.0,7.0,280.0,763.0,1.19,7.0,7.0,2.0,390.71,328.0,0,0,1,0,0,0,0
7388,2018-05-13,4,39.0,7.0,273.0,763.0,1.19,7.0,7.0,2.0,390.71,328.0,0,0,1,0,0,0,0
7389,2018-05-13,4,35.0,6.0,210.0,763.0,1.19,7.0,7.0,2.0,390.71,328.0,0,0,1,0,0,0,0
7391,2018-05-13,2,40.0,3.0,120.0,525.0,1.2,8.0,8.0,2.0,371.43,309.07,0,0,0,1,0,0,0
7392,2018-05-13,2,60.0,5.0,300.0,525.0,1.2,7.0,9.0,2.0,371.43,309.07,0,0,0,0,1,0,0
7393,2018-05-13,1,15.0,0.0,0.0,507.0,1.13,6.0,9.0,2.0,284.86,253.1,0,0,0,1,0,0,0
7394,2018-05-13,1,14.0,9.0,126.0,507.0,1.13,8.0,7.0,2.0,284.86,253.1,0,0,1,0,0,0,0
7395,2018-05-13,1,14.0,6.0,84.0,507.0,1.13,9.0,7.0,2.0,284.86,253.1,0,0,1,0,0,0,0
7396,2018-05-13,1,60.0,3.0,180.0,507.0,1.13,8.0,10.0,2.0,284.86,253.1,0,0,0,0,1,0,0
7397,2018-05-13,2,15.0,7.0,105.0,525.0,1.2,8.0,10.0,2.0,371.43,309.07,0,0,1,0,0,0,0
7398,2018-05-13,1,13.0,9.0,117.0,507.0,1.13,8.0,9.0,2.0,284.86,253.1,0,0,1,0,0,0,0
7399,2018-05-13,7,10.0,1.0,10.0,336.0,1.16,9.0,8.0,2.0,280.71,242.57,0,0,1,0,0,0,0
7400,2018-05-13,10,30.0,5.0,150.0,185.0,1.16,6.0,6.0,0.0,290.71,251.63,0,0,0,0,1,0,0
7401,2018-05-13,7,12.0,1.0,12.0,336.0,1.16,8.0,9.0,2.0,280.71,242.57,0,0,1,0,0,0,0
7402,2018-05-13,16,60.0,5.0,300.0,497.0,1.09,10.0,10.0,2.0,313.29,288.2,0,0,0,0,1,0,0
7403,2018-05-13,16,7.0,9.0,63.0,497.0,1.09,10.0,10.0,2.0,313.29,288.2,0,0,1,0,0,0,0
7404,2018-05-13,16,14.0,1.0,14.0,497.0,1.09,10.0,10.0,2.0,313.29,288.2,0,0,1,0,0,0,0
7405,2018-05-13,13,29.0,1.0,29.0,587.0,1.54,6.0,8.0,0.0,446.0,289.0,0,0,1,0,0,0,0
7406,2018-05-13,13,28.0,9.0,252.0,587.0,1.54,8.0,8.0,0.0,446.0,289.0,0,0,1,0,0,0,0
7407,2018-05-13,13,34.0,9.0,306.0,587.0,1.54,8.0,7.0,0.0,446.0,289.0,0,0,1,0,0,0,0
7408,2018-05-13,16,60.0,2.0,120.0,497.0,1.09,10.0,10.0,2.0,313.29,288.2,0,0,0,1,0,0,0
7409,2018-05-13,12,15.0,2.0,30.0,30.0,0.49,6.0,6.0,2.0,38.57,78.77,0,0,1,0,0,0,0
7410,2018-05-13,11,35.0,1.0,35.0,1059.0,1.38,10.0,10.0,2.0,546.29,395.43,0,0,0,1,0,0,0
7411,2018-05-13,11,42.0,8.0,336.0,1059.0,1.38,10.0,10.0,2.0,546.29,395.43,0,0,1,0,0,0,0
7412,2018-05-13,11,41.0,8.0,328.0,1059.0,1.38,10.0,10.0,2.0,546.29,395.43,0,0,1,0,0,0,0
7413,2018-05-13,11,40.0,9.0,360.0,1059.0,1.38,10.0,10.0,2.0,546.29,395.43,0,0,1,0,0,0,0
7414,2018-05-13,10,5.0,7.0,35.0,185.0,1.16,6.0,6.0,2.0,290.71,251.63,0,0,1,0,0,0,0
7415,2018-05-13,13,15.0,0.0,0.0,587.0,1.54,7.0,8.0,0.0,446.0,289.0,0,0,0,1,0,0,0
7417,2018-05-14,2,,,,0.0,1.13,8.0,7.0,2.0,345.71,305.73,0,0,0,0,0,0,0
7419,2018-05-14,6,40.0,4.0,160.0,160.0,0.91,8.0,9.0,2.0,304.14,332.7,0,1,0,0,0,0,0
7423,2018-05-14,17,20.0,5.0,100.0,100.0,0.06,8.0,8.0,0.0,14.29,224.73,0,1,0,0,0,0,0
